0
"(331, 3730, 2.19103583937847)"
"(332, 2313, 46.46608396079134)"
"(333, 1257, 4.685261579089294)"
"(334, 1257, 3.3765561473979746)"
"(335, 3331, 44.30375742913924)"
"(336, 644, 21.494756971843113)"
"(337, 1090, 13.911410982985716)"
"(338, 184, 5.758229946061504)"
"(339, 852, 9.521835372989432)"
"(340, 2629, 180.35224199368582)"
"(341, 413, 3.428998999847766)"
"(342, 559, 3.3943982827081802)"
"(343, 557, 6.071515936312762)"
"(344, 1271, 9.330871508202524)"
"(345, 819, 2.559283224871005)"
"(346, 1277, 132.04053600342817)"
"(347, 469, 12.18014201750712)"
"(348, 1074, 152.01612316542827)"
"(349, 2932, 75.0600247316032)"
"(350, 565, 7.842820981170475)"
"(351, 2683, 68.64338727005882)"
"(352, 3404, 39.085098604975926)"
"(353, 2990, 56.8205958816294)"
"(354, 1298, 83.8283529939575)"
"(355, 126, 31.25506845586791)"
"(356, 2781, 71.28319553649857)"
"(357, 126, 124.65635726934802)"
"(358, 126, 12.321272195017082)"
"(359, 1278, 34.14855839036974)"
"(360, 3764, 80.47090789618481)"
"(361, 3845, 98.58905222143092)"
"(362, 2963, 46.01441930712145)"
"(363, 2814, 186.91132020067923)"
"(364, 2416, 12.596703097045928)"
"(365, 3938, 15.508129714634297)"
"(366, 3771, 125.65740777559681)"
"(367, 1973, 75.65866013196735)"
"(368, 2250, 1.7248069265003965)"
"(369, 988, 44.485886619898)"
"(370, 1469, 54.80794289621081)"
"(371, 2277, 4.848704489690324)"
"(372, 1078, 5.8529779091604865)"
"(373, 1356, 9.160427628738548)"
"(374, 152, 66.79137462903472)"
"(375, 1049, 19.292210659260583)"
"(376, 864, 32.50356079222789)"
"(377, 1812, 38.104319644808236)"
"(378, 213, 11.719631243228417)"
"(379, 1095, 4.289739568239075)"
"(380, 1833, 0.277379093784121)"
"(381, 2616, 91.30167933063002)"
"(382, 134, 5.341188695149546)"
"(383, 2508, 37.222980513074624)"
"(384, 100, 47.3888368712661)"
"(385, 1050, 4.755492672882476)"
"(386, 1050, 22.073540028259835)"
"(387, 1050, 36.3835674821833)"
"(388, 2834, 8.366584998739434)"
"(389, 2512, 52.65752241747371)"
"(390, 406, 15.606555871771901)"
"(391, 641, 19.477512723519055)"
"(392, 631, 30.266271240078616)"
"(393, 311, 7.090978551481178)"
"(394, 1849, 21.937644233808943)"
"(395, 769, 28.755155154637972)"
"(396, 1849, 31.837162099090364)"
"(397, 3310, 144.04143896599928)"
"(398, 2377, 112.13629722280713)"
"(399, 1055, 16.84021099724917)"
"(400, 1946, 51.862796057676874)"
"(401, 920, 16.61595666037166)"
"(402, 506, 19.117266298711126)"
"(403, 3934, 3.7214199211531427)"
"(404, 1476, 54.090193951496815)"
"(405, 1306, 14.722768978210087)"
"(406, 4088, 84.78654783799153)"
"(407, 540, 3.315204629688865)"
"(408, 3929, 235.35070321809692)"
"(409, 3390, 49.67338458045335)"
"(410, 3402, 1.5506005853844953)"
"(411, 1428, 10.902496387586726)"
"(412, 1260, 12.035589891435986)"
"(413, 2474, 48.25052460923607)"
"(414, 1763, 8.589370562429227)"
"(415, 1495, 13.913593639178245)"
"(416, 1495, 25.298186179204198)"
"(417, 646, 8.324984018473398)"
"(418, 996, 8.652143841376953)"
"(419, 1257, 95.97086178896699)"
"(420, 2482, 6.802329413709188)"
"(421, 2671, 171.01851553392527)"
"(422, 2081, 44.94758882451751)"
"(423, 2781, 17.800088748382997)"
"(424, 881, 14.600972014730543)"
"(425, 2831, 20.016071551508137)"
"(426, 1002, 24.642971672058952)"
"(427, 1002, 61.92489440108418)"
"(428, 1002, 2.7192791621747254)"
"(429, 1003, 22.012085276128364)"
"(430, 1044, 9.51538134049038)"
"(431, 1331, 5.0670051285053335)"
"(432, 1331, 19.91833235681889)"
"(433, 144, 151.6385281505603)"
"(434, 1165, 1.7541091312056005)"
"(435, 696, 8.513727615529401)"
"(436, 2887, 31.33534673087305)"
"(437, 4249, 74.99920001356217)"
"(438, 3527, 0.8997129948406963)"
"(439, 3527, 54.34216635876937)"
"(440, 1005, 0.9930014009362841)"
"(441, 1447, 4.252530657486938)"
"(442, 124, 1.435045977703358)"
"(443, 2951, 83.29957018249338)"
"(444, 2624, 9.814885996201037)"
"(445, 128, 27.603709440231068)"
"(446, 1057, 21.646478501117866)"
"(447, 2347, 29.203730510027558)"
"(448, 556, 19.157130191212996)"
"(449, 1431, 16.22787479831946)"
"(450, 3795, 23.60820456878093)"
"(451, 2269, 146.57112662476766)"
"(452, 1048, 4.859319219313423)"
"(453, 567, 10.315453064677628)"
"(454, 566, 4.387057683692238)"
"(455, 614, 59.604510249810644)"
"(456, 2515, 37.639867310783394)"
"(457, 2515, 2.5386089208467943)"
"(458, 3514, 71.90234707109789)"
"(459, 3514, 108.65143355461008)"
"(460, 83, 7.299643518476794)"
"(461, 1083, 12.178744037698511)"
"(462, 104, 140.11265217282426)"
"(463, 1484, 135.2641675792885)"
"(464, 3269, 2.7264566571937805)"
"(465, 422, 6.474321583653673)"
"(466, 1484, 100.80075586817023)"
"(467, 2711, 244.03371702157705)"
"(468, 2711, 149.85524888497474)"
"(469, 3632, 166.39542082638522)"
"(470, 3507, 21.120773856210246)"
"(471, 2828, 11.422159674376848)"
"(472, 990, 8.712892451028496)"
"(473, 3291, 16.13104791245797)"
"(474, 2397, 79.24802769827463)"
"(475, 2338, 18.417938415595284)"
"(476, 3291, 1.1855942687201901)"
"(477, 448, 2.6065607992633852)"
"(478, 405, 34.539168879853946)"
"(479, 3289, 22.413044082545184)"
"(480, 1565, 163.19961225267218)"
"(481, 2007, 21.456252090218186)"
"(482, 804, 166.2930806042386)"
"(483, 2760, 10.830835387514545)"
"(484, 282, 38.58974116363472)"
"(485, 1714, 111.43048011017622)"
"(486, 2366, 8.841748159437811)"
"(487, 981, 6.814615450105734)"
"(488, 1314, 3.764452261444047)"
"(489, 2254, 5.789818202220123)"
"(490, 1056, 3.5276760860220633)"
"(491, 3259, 194.51204825738998)"
"(492, 411, 8.065627656036826)"
"(493, 1844, 70.21887488342568)"
"(494, 738, 10.908985567085768)"
"(495, 301, 5.036887308895704)"
"(496, 2432, 73.54124223690154)"
"(497, 681, 13.78561380271289)"
"(498, 659, 14.232291129394785)"
"(499, 3000, 8.068268049815163)"
"(500, 2484, 16.059868219163015)"
"(501, 2188, 17.743671440304237)"
"(502, 682, 28.275040540142445)"
"(503, 256, 0.6241340399985158)"
"(504, 1366, 7.426221125347083)"
"(505, 2617, 15.79936087830389)"
"(506, 2884, 5.976461238664872)"
"(507, 3847, 122.61136719277759)"
"(508, 1772, 18.577548158593856)"
"(509, 343, 145.32794993131483)"
"(510, 4037, 160.25561054337624)"
"(511, 2689, 2.9018948659855344)"
"(512, 543, 25.613229808311353)"
"(513, 521, 7.436050001655267)"
"(514, 2937, 93.79282022599483)"
"(515, 1155, 4.892308425768435)"
"(516, 395, 39.76258698616701)"
"(517, 2248, 7.80366192849911)"
"(518, 2155, 6.434885346335307)"
"(519, 2424, 1.648897201419854)"
"(520, 2424, 187.63233585496295)"
"(521, 90, 46.09574115355349)"
"(522, 3288, 129.1969640155448)"
"(523, 2331, 34.70582887577982)"
"(524, 3318, 154.10682847396006)"
"(525, 243, 24.12557505102706)"
"(526, 243, 2.513300417586084)"
"(527, 1418, 10.018805867673782)"
"(528, 2929, 60.85999613470491)"
"(529, 807, 13.15706589291433)"
"(530, 2685, 11.24889093672568)"
"(531, 1068, 139.09793998481032)"
"(532, 2787, 19.521906098802916)"
"(533, 649, 17.560535882246313)"
"(534, 1614, 154.9298008751497)"
"(535, 3572, 8.178046274840327)"
"(536, 3922, 63.6469474525214)"
"(537, 1282, 11.238269910775369)"
"(538, 878, 17.171240185151575)"
"(539, 3388, 5.162035205282964)"
"(540, 48, 7.206318380055445)"
"(541, 544, 1.5226902201797683)"
"(542, 987, 148.47878800714682)"
"(543, 3380, 146.35888134148308)"
"(544, 416, 7.187944789163251)"
"(545, 3141, 54.14403719130318)"
"(546, 395, 70.94478954468434)"
"(547, 963, 5.30128050840775)"
"(548, 2062, 47.538916645636355)"
"(549, 1853, 3.4369751376668436)"
"(550, 287, 41.538982570273525)"
"(551, 1772, 13.464940937416078)"
"(552, 2921, 139.10461173547822)"
"(553, 976, 38.86602942174096)"
"(554, 480, 153.41628005015804)"
"(555, 877, 35.261756273031644)"
"(556, 3371, 43.163596386114705)"
"(557, 2886, 15.736387240276661)"
"(558, 121, 6.9422134267575135)"
"(559, 4200, 254.7342249534793)"
"(560, 1466, 28.177143775603614)"
"(561, 1283, 6.234920659289522)"
"(562, 2857, 50.2575367829589)"
"(563, 1416, 5.991759735490584)"
"(564, 2155, 27.005655995733026)"
"(565, 2769, 18.94050154572091)"
"(566, 2938, 15.44950942409276)"
"(567, 1000, 10.374959110627234)"
"(568, 2008, 13.539613620190515)"
"(569, 2008, 141.72473273510374)"
"(570, 3031, 203.01536598939737)"
"(571, 1197, 1.5140410877341566)"
"(572, 90, 1.6039620033234778)"
"(573, 814, 103.17501347792731)"
"(574, 2117, 15.485704398581285)"
"(575, 2378, 24.61337408693522)"
"(576, 2471, 125.90730610698463)"
"(577, 2261, 85.51439011692155)"
"(578, 2261, 82.35188890541927)"
"(579, 3929, 253.60829335601153)"
"(580, 4013, 95.51708848749813)"
"(581, 880, 17.707016465787476)"
"(582, 3708, 49.72718889067924)"
"(583, 2482, 122.71351049323114)"
"(584, 858, 178.41044186078068)"
"(585, 3937, 19.754122727779873)"
"(586, 1757, 16.676280456425673)"
"(587, 1252, 53.01935243195833)"
"(588, 1899, 31.970339627643376)"
"(589, 3956, 4.195598556269387)"
"(590, 3613, 21.848321464184018)"
"(591, 3122, 78.73724860804758)"
"(592, 406, 93.26288865566656)"
"(593, 3722, 23.349497198400112)"
"(594, 2073, 55.42809617232244)"
"(595, 833, 56.7432102890693)"
"(596, 1284, 0.7531022291336389)"
"(597, 1279, 71.15677759339032)"
"(598, 3275, 0.9503716279904696)"
"(599, 2195, 19.060354713314453)"
"(600, 3793, 2.8699933839060465)"
"(601, 1840, 5.722011586344142)"
"(602, 4126, 24.404263646852677)"
"(603, 406, 35.539259915111025)"
"(604, 406, 42.58897296980645)"
"(605, 3400, 15.33217019144056)"
"(606, 407, 76.38163002138026)"
"(607, 2938, 78.99153357166186)"
"(608, 3658, 19.025530194543173)"
"(609, 336, 37.809846408715025)"
"(610, 1400, 25.169907158629055)"
"(611, 3036, 13.016386406820658)"
"(612, 336, 44.95114407055574)"
"(613, 980, 27.29101815974739)"
"(614, 538, 6.171983173914176)"
"(615, 395, 15.13454798249883)"
"(616, 2738, 96.31931388755893)"
"(617, 3781, 14.674767677638565)"
"(618, 90, 57.449916564462605)"
"(619, 2711, 2.125538699181382)"
"(620, 3506, 107.89425627637472)"
"(621, 1560, 33.318557692774505)"
"(622, 3506, 5.401292489108013)"
"(623, 3755, 131.8423675423619)"
"(624, 3933, 12.985467215244613)"
"(625, 3508, 2.4276600666748154)"
"(626, 3508, 12.575313749146336)"
"(627, 2756, 106.64656036840097)"
"(628, 3765, 85.99535031855862)"
"(629, 1048, 12.667029718809363)"
"(630, 3292, 273.31721266087294)"
"(631, 3292, 140.02180482070074)"
"(632, 542, 9.96314868685372)"
"(633, 2317, 20.540004202125075)"
"(634, 433, 6.311722129187382)"
"(635, 3270, 16.016791314179965)"
"(636, 1976, 7.607977252123426)"
"(637, 1487, 17.43557923106013)"
"(638, 3505, 19.369753282706395)"
"(639, 3505, 4.101451419263452)"
"(640, 1485, 4.715195971279601)"
"(641, 3053, 5.076072544826799)"
"(642, 1535, 125.74494598788289)"
"(643, 978, 40.92123308757445)"
"(644, 2096, 54.16337745922075)"
"(645, 409, 37.33995006424436)"
"(646, 2814, 86.08869726729685)"
"(647, 3596, 39.34491043639023)"
"(648, 2073, 61.63677523702414)"
"(649, 2202, 4.410004381993511)"
"(650, 2078, 91.49807626143848)"
"(651, 1618, 72.1316229662441)"
"(652, 1523, 8.53714723567706)"
"(653, 3894, 2.067152491179483)"
"(654, 2021, 3.04380714918867)"
"(655, 2370, 22.31635969646833)"
"(656, 2261, 121.45149030637103)"
"(657, 2465, 20.199135924103327)"
"(658, 2465, 14.760804648567811)"
"(659, 4034, 201.64327923459624)"
"(660, 2302, 61.51777592907701)"
"(661, 1718, 5.023633215041617)"
"(662, 1224, 1.2698535479582502)"
"(663, 3926, 11.639864953495495)"
"(664, 3056, 12.562794319164418)"
"(665, 3679, 15.515595492838335)"
"(666, 2483, 0.8319049550379863)"
"(667, 4250, 66.59245304434363)"
"(668, 3144, 2.0327205533857438)"
"(669, 1889, 22.07054203265008)"
"(670, 1263, 9.045791637206934)"
"(671, 434, 1.4882957052309935)"
"(672, 2308, 37.45543308927373)"
"(673, 2308, 27.96338034206904)"
"(674, 841, 11.210519472373372)"
"(675, 2867, 10.025018611203896)"
"(676, 2036, 4.521490248417236)"
"(677, 2022, 6.25802103138309)"
"(678, 581, 4.53979106250302)"
"(679, 2018, 6.322206399069403)"
"(680, 938, 9.235248208234664)"
"(681, 2245, 128.60330391754903)"
"(682, 1259, 114.14405054071909)"
"(683, 3708, 50.769246665229936)"
"(684, 1770, 46.35566044720726)"
"(685, 392, 10.239432045317363)"
"(686, 3932, 44.00340189090988)"
"(687, 1263, 72.63498323820042)"
"(688, 2193, 63.560474744608406)"
"(689, 1487, 31.59213436177649)"
"(690, 874, 99.4427236849054)"
"(691, 3929, 135.40481674482402)"
"(692, 1762, 5.401142507143982)"
"(693, 3559, 95.6156593697492)"
"(694, 3880, 4.202330684136367)"
"(695, 987, 13.763438946948536)"
"(696, 679, 10.493561617695347)"
"(697, 3895, 4.062563939649223)"
"(698, 1280, 2.726785803752228)"
"(699, 3258, 17.343769948494636)"
"(700, 349, 1.060908930099494)"
"(701, 125, 32.9798604614407)"
"(702, 3044, 123.19460512931742)"
"(703, 582, 89.94110155222035)"
"(704, 582, 171.94123164697922)"
"(705, 60, 2.625747596153487)"
"(706, 3907, 18.46062240347901)"
"(707, 3735, 0.47225917461732064)"
"(708, 3304, 14.573081477192071)"
"(709, 3371, 15.556653601582518)"
"(710, 3218, 2.966611026814289)"
"(711, 1185, 38.67609060572644)"
"(712, 1185, 2.781430841315767)"
"(713, 3957, 7.657867105377954)"
"(714, 3037, 16.233616599470626)"
"(715, 417, 22.17064785064233)"
"(716, 1488, 58.471997191531365)"
"(717, 1274, 2.6380215987776303)"
"(718, 2893, 69.01467830751716)"
"(719, 382, 903.7297213790432)"
"(720, 1280, 17.948870869339096)"
"(721, 81, 1.1852258036376115)"
"(722, 132, 43.706649649750574)"
"(723, 1894, 11.148311226436478)"
"(724, 1894, 6.3042312499171205)"
"(725, 1264, 32.79004925008149)"
"(726, 1264, 41.62916661583619)"
"(727, 2488, 55.06857043277066)"
"(728, 2247, 68.87389050221864)"
"(729, 2490, 17.378390959033457)"
"(730, 421, 18.831467707302558)"
"(731, 3883, 32.658756439050855)"
"(732, 1419, 12.394751187914837)"
"(733, 1419, 11.09265869175807)"
"(734, 1629, 279.6120608714655)"
"(735, 3044, 53.04695470940404)"
"(736, 404, 53.16203612982548)"
"(737, 404, 21.128358811689473)"
"(738, 2317, 1.8439051618844613)"
"(739, 105, 26.3018768071325)"
"(740, 956, 1.5730350467462981)"
"(741, 1811, 4.943163498055848)"
"(742, 2406, 12.022587570017068)"
"(743, 1340, 9.15837978392818)"
