0
"(744, 2956, 48.36701325238959)"
"(745, 2956, 73.33884560021414)"
"(746, 1068, 10.73725204855432)"
"(747, 1068, 105.93902504970859)"
"(748, 1545, 12.093993332411161)"
"(749, 1325, 49.71912499508727)"
"(750, 1456, 18.655633701830077)"
"(751, 92, 20.650790609144774)"
"(752, 1325, 21.124071547276927)"
"(753, 974, 8.023075593735566)"
"(754, 3514, 4.65302874230189)"
"(755, 1434, 3.6042180597892464)"
"(756, 2816, 4.012337036483314)"
"(757, 1434, 16.575653243767775)"
"(758, 1124, 9.025676133988801)"
"(759, 1653, 29.34126115898843)"
"(760, 1134, 6.926560653600694)"
"(761, 242, 46.16281253862385)"
"(762, 701, 18.0772205214126)"
"(763, 2154, 2.339306458018845)"
"(764, 3614, 11.98299522527163)"
"(765, 1385, 4.174428902400705)"
"(766, 3632, 8.724982438019724)"
"(767, 3311, 44.16804145860858)"
"(768, 996, 6.523005338636744)"
"(769, 994, 12.728851169510783)"
"(770, 994, 15.188605841741005)"
"(771, 1334, 16.212094054643725)"
"(772, 1446, 173.90577915966978)"
"(773, 2944, 12.09892766520748)"
"(774, 3559, 6.076095844957662)"
"(775, 3328, 72.72981176078686)"
"(776, 3857, 12.850568480097227)"
"(777, 3557, 1.0557168076736694)"
"(778, 2252, 5.092050207323365)"
"(779, 1348, 10.156752352193061)"
"(780, 165, 8.03257040906194)"
"(781, 2973, 68.34192757873099)"
"(782, 412, 5.33651441003127)"
"(783, 2009, 117.38888890148728)"
"(784, 2814, 14.323219539401805)"
"(785, 284, 112.71347630468605)"
"(786, 1142, 3.511369963221826)"
"(787, 331, 10.615257490392596)"
"(788, 983, 123.52602149476898)"
"(789, 983, 21.211589523902155)"
"(790, 324, 138.39712073792202)"
"(791, 2182, 37.913056762191104)"
"(792, 1121, 15.098510495025973)"
"(793, 288, 9.765345376868595)"
"(794, 999, 17.10468107456514)"
"(795, 1421, 14.911162367286028)"
"(796, 2377, 104.80813964186763)"
"(797, 879, 9.359986342442667)"
"(798, 1252, 6.690274111972882)"
"(799, 1387, 18.227571797177234)"
"(800, 364, 10.43602449024793)"
"(801, 2061, 36.03475443419154)"
"(802, 2979, 38.35152962800062)"
"(803, 1817, 51.33912929509405)"
"(804, 1606, 6.516456709604519)"
"(805, 3122, 9.710976451381557)"
"(806, 1209, 1.387019373026112)"
"(807, 2877, 20.006226328787154)"
"(808, 1878, 5.36999279077412)"
"(809, 1878, 23.220162290623403)"
"(810, 2707, 35.64990435590226)"
"(811, 1434, 12.276036153380632)"
"(812, 587, 81.7856809993082)"
"(813, 1000, 194.27150701061683)"
"(814, 4038, 162.90095738960179)"
"(815, 430, 157.44983033093405)"
"(816, 4120, 103.13385718021384)"
"(817, 3604, 10.848274107495067)"
"(818, 3604, 83.10184784815698)"
"(819, 846, 76.08616782547267)"
"(820, 686, 96.40546332915022)"
"(821, 2614, 437.8258414671031)"
"(822, 2325, 36.88156832848791)"
"(823, 3207, 201.04615734701176)"
"(824, 3908, 17.69100517275557)"
"(825, 1251, 23.868424644222795)"
"(826, 987, 55.70165931553879)"
"(827, 1051, 17.40476052046856)"
"(828, 3855, 5.669179108177531)"
"(829, 3185, 15.962119839820765)"
"(830, 3185, 33.633308891751156)"
"(831, 2833, 45.83887885941278)"
"(832, 1012, 4.261396244626964)"
"(833, 1012, 0.9592365703266448)"
"(834, 2497, 13.110661422843188)"
"(835, 3896, 3.8879978052435713)"
"(836, 4150, 94.97678137073747)"
"(837, 4030, 115.08402824504935)"
"(838, 2932, 70.9639452747076)"
"(839, 3100, 9.23813947512321)"
"(840, 982, 6.946006148655471)"
"(841, 4189, 267.63911129965095)"
"(842, 271, 16.765429477205437)"
"(843, 3549, 145.12282809561688)"
"(844, 2893, 165.0313209969009)"
"(845, 22, 23.87461497676903)"
"(846, 814, 6.742635168350765)"
"(847, 1290, 1.870537495553671)"
"(848, 3235, 0.2587750755856169)"
"(849, 2183, 7.522838277209435)"
"(850, 3366, 84.58186678308296)"
"(851, 999, 162.12718555145568)"
"(852, 3248, 23.21552259870539)"
"(853, 3771, 13.690103446012811)"
"(854, 4209, 159.00591751766822)"
"(855, 3765, 9.442067893831924)"
"(856, 3416, 34.60617859587009)"
"(857, 1256, 28.19697713349382)"
"(858, 3702, 15.772404217050632)"
"(859, 2307, 4.1782927003788535)"
"(860, 2657, 5.241472867867783)"
"(861, 3900, 57.73944846633218)"
"(862, 3209, 105.60246358583504)"
"(863, 3662, 18.548064751617428)"
"(864, 1060, 3.9890367913911726)"
"(865, 1355, 12.168674567868266)"
"(866, 1355, 16.14483921766555)"
"(867, 335, 7.010682927456747)"
"(868, 3023, 8.6413577608531)"
"(869, 3678, 22.397641141611928)"
"(870, 1852, 10.836762219249474)"
"(871, 2302, 27.619539130686572)"
"(872, 4262, 51.647625698567715)"
"(873, 3063, 24.901305445978274)"
"(874, 1216, 42.703627084911446)"
"(875, 2967, 20.50241808948786)"
"(876, 3274, 2.2372541233760996)"
"(877, 77, 5.8977368057776145)"
"(878, 869, 7.143327993511658)"
"(879, 57, 111.01801699710727)"
"(880, 365, 10.95422206111908)"
"(881, 1275, 39.59778801817058)"
"(882, 2792, 4.478705063672958)"
"(883, 2745, 166.8380393385449)"
"(884, 2249, 15.149030521050207)"
"(885, 3032, 22.56534215387756)"
"(886, 1410, 6.826879902109919)"
"(887, 1259, 16.222115379355927)"
"(888, 2378, 5.0733589241774615)"
"(889, 2453, 4.109234620229127)"
"(890, 399, 45.158756870690944)"
"(891, 2422, 33.40959890814611)"
"(892, 4112, 254.23763051382304)"
"(893, 3383, 48.79083713007525)"
"(894, 3235, 87.46036056132849)"
"(895, 2233, 4.037132207866192)"
"(896, 3753, 22.89323462883156)"
"(897, 954, 219.89231888453796)"
"(898, 1540, 89.18085783569728)"
"(899, 2421, 79.3203024352491)"
"(900, 1973, 117.43493550127388)"
"(901, 1973, 57.65769816015946)"
"(902, 1973, 50.08416316898225)"
"(903, 85, 2.531009611569451)"
"(904, 1796, 3.09968325957535)"
"(905, 4029, 55.31587216879474)"
"(906, 1793, 6.803661665387627)"
"(907, 1793, 72.16693176952923)"
"(908, 3598, 22.704446727699544)"
"(909, 3598, 4.67355315323908)"
"(910, 1120, 36.99383380724472)"
"(911, 1118, 1.9073763903177214)"
"(912, 2428, 8.475181982487147)"
"(913, 1109, 5.1619558602860645)"
"(914, 2424, 155.5874611390958)"
"(915, 2424, 193.89914661274432)"
"(916, 2073, 87.50662182614545)"
"(917, 3271, 107.39953255387113)"
"(918, 3448, 29.76123962455827)"
"(919, 3445, 33.43132274708153)"
"(920, 2647, 21.319752007375733)"
"(921, 2245, 40.83986019762403)"
"(922, 2245, 20.945748708876412)"
"(923, 2245, 98.32846781128013)"
"(924, 2245, 39.36342803188093)"
"(925, 954, 78.34443686661459)"
"(926, 85, 20.487660273376843)"
"(927, 2693, 521.3624614958437)"
"(928, 941, 104.15613751028185)"
"(929, 3390, 76.43921474414492)"
"(930, 1255, 13.54139734454184)"
"(931, 44, 12.575352059447146)"
"(932, 1196, 44.05602285040164)"
"(933, 1790, 9.071320200624983)"
"(934, 79, 12.29454842326086)"
"(935, 99, 53.261052900345916)"
"(936, 1543, 67.07713863991052)"
"(937, 1543, 62.33306412794406)"
"(938, 2938, 90.30050043075025)"
"(939, 1484, 32.92298461652392)"
"(940, 1765, 59.041672084536906)"
"(941, 1059, 1.7282569863530153)"
"(942, 886, 4.229856416320697)"
"(943, 2834, 84.32724164539916)"
"(944, 900, 111.27314099440117)"
"(945, 2988, 7.211082371725334)"
"(946, 3938, 35.53097332250662)"
"(947, 3695, 11.977113223332557)"
"(948, 283, 10.097805810745953)"
"(949, 837, 8.460466769270072)"
"(950, 2462, 10.039382373240786)"
"(951, 1206, 44.274917578980734)"
"(952, 2802, 1.8017739552335423)"
"(953, 872, 24.82146171551833)"
"(954, 44, 12.045579953353586)"
"(955, 3882, 60.014939817691335)"
"(956, 633, 40.98471651539485)"
"(957, 3519, 52.7280607521846)"
"(958, 134, 29.15300407283974)"
"(959, 1001, 3.1776100813921815)"
"(960, 1001, 9.381440601272116)"
"(961, 3387, 165.54522560177904)"
"(962, 837, 148.18140060212872)"
"(963, 3387, 131.96708025378592)"
"(964, 2616, 30.13512969215794)"
"(965, 2302, 3.076915114545623)"
"(966, 1281, 7.888994552652958)"
"(967, 2213, 470.5134990852499)"
"(968, 2537, 15.72494247873708)"
"(969, 2885, 301.18557817451176)"
"(970, 1960, 7.244454966480324)"
"(971, 165, 35.31296088515291)"
"(972, 1279, 3.9915810557271114)"
"(973, 229, 14.758570445227617)"
"(974, 3586, 168.61249544690256)"
"(975, 765, 1.7738272319301682)"
"(976, 3824, 55.612252589814005)"
"(977, 311, 655.9141254437378)"
"(978, 311, 620.2433075817322)"
"(979, 1070, 6.329998712328161)"
"(980, 159, 38.55215083302163)"
"(981, 3944, 14.167560984042254)"
"(982, 1446, 3.4114394125568155)"
"(983, 1868, 51.46940864685657)"
"(984, 2425, 1.0434686820504575)"
"(985, 1435, 116.90167807449232)"
"(986, 1145, 24.86632652775007)"
"(987, 1281, 108.6441838131623)"
"(988, 2231, 9.236935826218417)"
"(989, 3748, 4.3764019654076165)"
"(990, 1009, 9.0201310871562)"
"(991, 1990, 5.664121602733683)"
"(992, 584, 9.955222268906615)"
"(993, 584, 43.614728067788285)"
"(994, 1135, 3.5205354262422084)"
"(995, 59, 69.37024418639687)"
"(996, 1116, 14.898690985521812)"
"(997, 2528, 117.23310930684573)"
"(998, 2528, 27.684443480342974)"
"(999, 1523, 56.372969115578336)"
"(1000, 1293, 10.840199556604812)"
"(1001, 1007, 27.82766283085684)"
"(1002, 2929, 49.192677767661785)"
"(1003, 1446, 9.144559691209873)"
"(1004, 2730, 9.143898347218123)"
"(1005, 2213, 167.32392067435975)"
"(1006, 1851, 1.3658079236921579)"
"(1007, 1028, 27.4762633393931)"
"(1008, 1352, 4.217568050174018)"
"(1009, 161, 1.7361181050315322)"
"(1010, 154, 0.8958619948459179)"
"(1011, 154, 30.74841810025474)"
"(1012, 2040, 21.190429809501627)"
"(1013, 2960, 238.5455173372301)"
"(1014, 3531, 1.4538990854662133)"
"(1015, 2021, 47.36578202226886)"
"(1016, 1354, 9.028887289306377)"
"(1017, 1354, 25.329932162735986)"
"(1018, 1037, 9.877825549321756)"
"(1019, 2493, 8.58724146029192)"
"(1020, 1027, 21.080648838489967)"
"(1021, 1027, 21.199243027460113)"
"(1022, 2503, 3.7947126366250843)"
"(1023, 2503, 16.755630792457534)"
"(1024, 2503, 71.18904893384199)"
"(1025, 1028, 45.58132875449893)"
"(1026, 2037, 15.09881391399869)"
"(1027, 2037, 5.016830516555482)"
"(1028, 4057, 142.9443055861889)"
"(1029, 2034, 2.1748726943261834)"
"(1030, 167, 0.9635177043918283)"
"(1031, 156, 10.138776813191988)"
"(1032, 4092, 54.80523978265881)"
"(1033, 1369, 105.8860458500854)"
"(1034, 2426, 1.3394576918870307)"
"(1035, 1076, 31.79008608903161)"
"(1036, 1030, 5.918040377225894)"
"(1037, 159, 6.687617628198364)"
"(1038, 2835, 28.529138863873175)"
"(1039, 1026, 18.3485109568493)"
"(1040, 166, 7.892589144998387)"
"(1041, 3133, 5.767287210484784)"
"(1042, 785, 5.993920091123909)"
"(1043, 1347, 8.86333363694771)"
"(1044, 135, 1.3413873585236606)"
"(1045, 75, 156.9397369888006)"
"(1046, 1015, 14.638561716447915)"
"(1047, 1015, 37.31339318698127)"
"(1048, 574, 51.14069128866378)"
"(1049, 2043, 35.957302142945586)"
"(1050, 737, 29.697115021889623)"
"(1051, 1634, 85.55831965882254)"
"(1052, 3575, 20.595752512967422)"
"(1053, 574, 2.471205444599739)"
"(1054, 574, 8.276547859540939)"
"(1055, 2028, 2.945407662836802)"
"(1056, 3519, 4.682562350907557)"
"(1057, 3161, 3.74949932592645)"
"(1058, 2429, 1.3471076971611342)"
"(1059, 2429, 19.454191890538027)"
"(1060, 3770, 341.4904525137894)"
"(1061, 2840, 53.432594926605766)"
"(1062, 1921, 10.322261333924237)"
"(1063, 582, 73.4163939873668)"
"(1064, 1025, 4.0677631211822645)"
"(1065, 2505, 45.80048031575682)"
"(1066, 3170, 2.9118165124347195)"
"(1067, 3526, 60.48947388336577)"
"(1068, 2013, 90.15057773524413)"
"(1069, 155, 1.4842564705231305)"
"(1070, 2337, 6.427956539613434)"
"(1071, 1581, 78.470142394734)"
"(1072, 116, 9.680586980533102)"
"(1073, 1012, 12.429839542997401)"
"(1074, 3847, 1.6186404622379262)"
"(1075, 1581, 46.823746055232945)"
"(1076, 589, 14.498093448612403)"
"(1077, 100, 18.306781823356427)"
"(1078, 837, 63.3966695290573)"
"(1079, 587, 0.8088351243339641)"
"(1080, 676, 20.5567396009697)"
"(1081, 3722, 160.98329984277015)"
"(1082, 2224, 7.435112088672655)"
"(1083, 2099, 16.33010965101826)"
"(1084, 3578, 59.05764097427094)"
"(1085, 3578, 7.843939641138192)"
"(1086, 2815, 13.342320018047346)"
"(1087, 2511, 200.53383345537208)"
"(1088, 1343, 6.532709458461305)"
"(1089, 1045, 76.45951884825216)"
"(1090, 2782, 8.998422379729995)"
"(1091, 148, 5.754889469416947)"
"(1092, 603, 34.78372743102896)"
"(1093, 874, 2.6039292383029107)"
"(1094, 136, 7.421471627252732)"
"(1095, 1018, 23.36020101417908)"
"(1096, 1563, 451.05078402787876)"
"(1097, 978, 45.33014460205494)"
"(1098, 4043, 59.186049177783985)"
"(1099, 2211, 30.735286438190048)"
"(1100, 1207, 2.9715220718509086)"
"(1101, 1576, 23.4091887630735)"
"(1102, 138, 0.8496641619958863)"
"(1103, 1022, 16.442260891652108)"
"(1104, 1022, 4.9614961564968025)"
"(1105, 1338, 38.044321830438086)"
"(1106, 1338, 7.916903895299353)"
"(1107, 532, 2.109827785419633)"
"(1108, 168, 1.1113194211420947)"
"(1109, 168, 3.500586243601351)"
"(1110, 3489, 211.70423262141298)"
"(1111, 307, 12.052636149518438)"
"(1112, 307, 27.597018508377783)"
"(1113, 307, 24.06023049878442)"
"(1114, 145, 15.83390952622064)"
"(1115, 2363, 35.92582602758379)"
"(1116, 3649, 105.56794535929603)"
"(1117, 1691, 15.232001005049542)"
"(1118, 1190, 253.34581504694452)"
"(1119, 1341, 53.39091431400109)"
"(1120, 1341, 48.977529849931784)"
"(1121, 117, 4.08707820462342)"
"(1122, 117, 17.101182065767453)"
"(1123, 3820, 9.155233284665039)"
"(1124, 2332, 91.68218498268277)"
"(1125, 2922, 58.56588479380094)"
"(1126, 1539, 18.574242182669014)"
"(1127, 3368, 21.288473420776054)"
"(1128, 913, 4.658579942476958)"
"(1129, 2384, 0.28196561424752725)"
"(1130, 918, 11.613900340425532)"
"(1131, 1500, 8.036184857434849)"
"(1132, 911, 4.6601129022989225)"
"(1133, 4261, 145.43869260068834)"
"(1134, 287, 79.94041727330271)"
"(1135, 287, 24.56114085630937)"
"(1136, 994, 37.59646268437498)"
"(1137, 2778, 5.955280585883043)"
"(1138, 3981, 162.1549989737053)"
"(1139, 429, 5.048625163409141)"
"(1140, 429, 32.74193985244895)"
"(1141, 2973, 20.51007656904831)"
"(1142, 382, 702.5403720982528)"
"(1143, 382, 763.2661763387202)"
"(1144, 2153, 34.65366656263575)"
"(1145, 3198, 4.498882456505766)"
"(1146, 348, 109.97073557536535)"
"(1147, 1861, 2.1466213280683033)"
"(1148, 2982, 25.63923407106488)"
"(1149, 3904, 14.78935647341124)"
"(1150, 1185, 36.765559292253435)"
"(1151, 3201, 62.70661613634801)"
"(1152, 3201, 20.62083998302994)"
"(1153, 3901, 17.308799345670522)"
"(1154, 3901, 66.18679433315091)"
"(1155, 3673, 16.34110288963417)"
"(1156, 1195, 54.17725012779943)"
"(1157, 2453, 106.25240074506281)"
"(1158, 344, 3.333138242075776)"
"(1159, 642, 3.334233248639881)"
"(1160, 3212, 7.108224758939213)"
"(1161, 3370, 66.49769813791453)"
"(1162, 2206, 65.6558493600894)"
"(1163, 1206, 15.500715095910705)"
"(1164, 2207, 106.66310789978537)"
"(1165, 347, 32.5785875554843)"
"(1166, 343, 2.3036921555724907)"
"(1167, 1205, 8.873105700495977)"
"(1168, 2803, 27.937032345383674)"
"(1169, 1714, 41.640345866005916)"
"(1170, 1403, 117.27908634452517)"
"(1171, 2366, 33.7602235820213)"
"(1172, 2204, 14.615221776473435)"
"(1173, 3678, 12.349196960156824)"
"(1174, 1999, 4.71073334528263)"
"(1175, 4262, 48.28702799072445)"
"(1176, 3803, 41.2637791625363)"
"(1177, 2180, 25.29428494195549)"
"(1178, 2180, 3.6308283783481445)"
"(1179, 1175, 6.634278445494626)"
"(1180, 322, 14.124074541061619)"
"(1181, 1297, 27.867285456033965)"
"(1182, 3811, 10.498076180859618)"
"(1183, 768, 91.69187875338247)"
"(1184, 2183, 13.535782536131267)"
"(1185, 2183, 13.074639759456835)"
"(1186, 312, 14.975226042358543)"
"(1187, 2182, 95.07811173160843)"
"(1188, 3893, 18.090840218058243)"
"(1189, 1364, 24.297465527457646)"
"(1190, 2120, 9.933718645311181)"
"(1191, 2269, 11.447447913044485)"
"(1192, 2447, 10.491616115859271)"
"(1193, 3934, 17.892233930399932)"
"(1194, 4234, 81.43295167125183)"
"(1195, 3785, 5.6072808224169846)"
"(1196, 2901, 77.5942362397963)"
"(1197, 1402, 66.17541786432024)"
"(1198, 3797, 4.0617927741762445)"
"(1199, 571, 0.531640528170397)"
"(1200, 866, 4.926822027244844)"
"(1201, 3549, 2.605627078307441)"
"(1202, 688, 55.910761278816146)"
"(1203, 688, 9.296879717943442)"
"(1204, 1082, 11.857482556411597)"
"(1205, 207, 1.221689743735152)"
"(1206, 2221, 8.628358465451294)"
"(1207, 3227, 3.530207116008699)"
"(1208, 3763, 31.57702155020877)"
"(1209, 2354, 18.8628580886433)"
"(1210, 2354, 70.11310241129422)"
"(1211, 3416, 111.72613144196112)"
"(1212, 1254, 91.02354383571152)"
"(1213, 1311, 2.932209712966536)"
"(1214, 3986, 59.01173255378926)"
"(1215, 3771, 120.3601111165947)"
"(1216, 3949, 95.74288674340089)"
"(1217, 2508, 38.46237164659016)"
"(1218, 2108, 2.4341849622196663)"
"(1219, 2876, 4.270322627629067)"
"(1220, 2978, 23.209497171160145)"
"(1221, 246, 133.9912639627602)"
"(1222, 3032, 71.12085416669285)"
"(1223, 2785, 37.845438888031644)"
"(1224, 2676, 191.98226210837075)"
"(1225, 2336, 96.63052614796808)"
"(1226, 1410, 21.996558581586513)"
"(1227, 913, 305.7873077876796)"
"(1228, 1724, 75.37465017280957)"
"(1229, 983, 137.92531926101793)"
"(1230, 2776, 5.162100416369207)"
"(1231, 3842, 7.532815183053327)"
"(1232, 587, 156.26688522383637)"
"(1233, 3652, 30.77575930194103)"
"(1234, 2335, 4.601911560847441)"
"(1235, 1295, 3.820720801997519)"
"(1236, 1719, 1.9989206055628728)"
"(1237, 1719, 2.5263368913448625)"
"(1238, 418, 20.7492409657744)"
"(1239, 3207, 17.21402780372066)"
"(1240, 3801, 6.315303486682491)"
"(1241, 3059, 42.17082412309431)"
"(1242, 3154, 3.513248373728384)"
"(1243, 105, 26.796580218911362)"
"(1244, 961, 26.673982584518082)"
"(1245, 410, 159.4221103797901)"
"(1246, 961, 14.665212360876419)"
"(1247, 2670, 1.6216731364650712)"
"(1248, 2117, 62.2908771313997)"
"(1249, 3337, 100.81032485996383)"
"(1250, 2073, 16.37475277662059)"
"(1251, 3794, 17.979807841188617)"
"(1252, 2027, 8.000001861720385)"
"(1253, 2875, 34.44889550513359)"
"(1254, 160, 3.262700358666904)"
"(1255, 1338, 20.74007057683564)"
"(1256, 3952, 59.9663708378236)"
"(1257, 3538, 64.8786339133151)"
"(1258, 164, 2.7030142452374495)"
"(1259, 1577, 38.33203231717204)"
"(1260, 3474, 3.531139293508876)"
"(1261, 1106, 51.0853857872741)"
"(1262, 786, 11.416800536131667)"
"(1263, 2300, 6.532802617810677)"
"(1264, 317, 25.719867833085804)"
"(1265, 1867, 35.3442924783974)"
"(1266, 2087, 12.978161157067605)"
"(1267, 2261, 126.7654633635843)"
"(1268, 199, 13.401312058384985)"
"(1269, 3861, 1.3684700828850362)"
"(1270, 3831, 22.935815776442507)"
"(1271, 3825, 5.186743998992726)"
"(1272, 1410, 54.07288342381991)"
"(1273, 3531, 11.675245927047428)"
"(1274, 2616, 2.042528243075134)"
"(1275, 1126, 14.710699655064936)"
"(1276, 1383, 169.359200415712)"
"(1277, 1277, 2.6793165210250773)"
"(1278, 428, 9.037472170048973)"
"(1279, 427, 12.551726503802564)"
"(1280, 2454, 7.2037073963178875)"
"(1281, 1146, 67.27473613349892)"
"(1282, 3190, 7.762794355812282)"
"(1283, 2454, 0.5884666068126475)"
"(1284, 427, 107.47278842049406)"
"(1285, 3171, 3.936437252908424)"
"(1286, 642, 55.01934243028052)"
"(1287, 534, 88.00341132774093)"
"(1288, 534, 92.5105699480682)"
"(1289, 97, 40.64555847347865)"
"(1290, 128, 91.22611370541763)"
"(1291, 1583, 20.225082192727804)"
"(1292, 701, 17.838794678307362)"
"(1293, 2759, 9.975467523730504)"
"(1294, 216, 6.710102825641773)"
"(1295, 3586, 158.27633855387145)"
"(1296, 1098, 64.25746619773997)"
"(1297, 2795, 9.307684927472108)"
"(1298, 2795, 8.87350108131647)"
"(1299, 2125, 17.949572781071712)"
"(1300, 1788, 20.16480095559744)"
"(1301, 967, 107.17237209293528)"
"(1302, 2900, 24.047619973055284)"
"(1303, 2724, 89.19146951342002)"
"(1304, 3714, 14.657803699337842)"
"(1305, 1431, 160.66677752711237)"
"(1306, 1540, 308.4893081664237)"
"(1307, 675, 4.149245812174221)"
"(1308, 2388, 17.609596171447496)"
"(1309, 2724, 54.72540580889846)"
"(1310, 3398, 11.676151833243138)"
"(1311, 1260, 39.46219960199632)"
"(1312, 1211, 7.010114118355384)"
"(1313, 3913, 19.80791321221997)"
"(1314, 176, 7.100497579228253)"
"(1315, 2313, 1.043457960667322)"
"(1316, 1269, 1.9785811468212484)"
"(1317, 1339, 14.08998201266702)"
"(1318, 1703, 98.24166327607956)"
"(1319, 1212, 16.509398932075776)"
"(1320, 1488, 6.156192495638804)"
"(1321, 987, 40.91010634975458)"
"(1322, 2364, 6.986333829686734)"
"(1323, 1745, 40.608987093937955)"
"(1324, 1132, 8.30523367111202)"
"(1325, 3398, 32.73546129753463)"
"(1326, 1250, 2.6883038839123303)"
"(1327, 366, 110.07169570791922)"
"(1328, 1281, 105.63250510773395)"
"(1329, 1853, 155.76284447945474)"
"(1330, 1739, 37.1209262328171)"
"(1331, 883, 1.1388437392163773)"
"(1332, 372, 87.9078490767708)"
"(1333, 88, 18.29327538386475)"
"(1334, 3247, 62.62277044317732)"
"(1335, 88, 2.899890193732693)"
"(1336, 963, 77.16860601681235)"
"(1337, 100, 4.097629632219604)"
