ID;ISTAT_PROVINCIA;PROVINCIA;ISTAT;COMUNE;DENOMINAZIONE_DEL_MERCATO;INDIRIZZI;PERIODICITA_DEL_MERCATO;GIORNO_DI_MERCATO;FREQUENZA_SETTIMANALE;DALLE_ORE_ESTIVO;ALLE_ORE_ESTIVO;DAL;AL;ANNO_ISTITUZIONE_MERCATO;ISTITUZIONE_ALTRO_RIFERIMENTO_TEMPORALE;N_POST_ALIM;N_POST_NON_ALIM;N_POST_TOT;SUP_POST_NON_ALIM;SUP_POST_ALIM;SUP_POST_TOT;POSTI_DEST_PRODOTTI_TIPICI_LOMBARDI;POSTI_DEST_PRODOTTI_AGRICOLI;POSTI_DEST_PRODOTTI_FLOROVIVAISTICI
703489;15;MI;15170;PERO;VIA GIOVANNA D'ARCO - CERCHIATE DI PERO;VIA GIOVANNA D'ARCO;SETTIMANALE;MARTEDÌ;;07:30;13:00;;;2014;;5;5;10;162.5;165;327.5;3;1;0
100517;15;MI;15146;MILANO;VIA VITTORELLI;VIA JACOPO VITTORELLI;SETTIMANALE;MERCOLEDÌ;;07:30;14:00;;;2002;;36;34;70;432.5;874.5;1307;0;0;0
100356;15;MI;15040;BUSSERO;MERCATO COMUNALE;PIAZZA DONATORI DEL SANGUE, 1;SETTIMANALE;GIOVEDÌ;;06:30;14:00;;;;;18;37;55;1292.5;635;1927.5;0;1;0
9991240;15;MI;15189;ROZZANO;MERCATO ROZZANO VECCHIO;VIA GIACOMO MATTEOTTI, 0;SETTIMANALE;LUNEDÌ;;08:00;13:30;;;;;5;3;8;90;225;315;0;0;0
680;15;MI;15189;ROZZANO;MERCATO DI PONTESESTO PIAZZA BERLINGUER;PIAZZA ENRICO BERLINGUER;SETTIMANALE;MERCOLEDÌ;;07:30;13:30;;;2017;;4;5;9;175;155;330;1;0;0
529449;15;MI;15189;ROZZANO;VIA  GRAMSCI;VIA ANTONIO GRAMSCI;SETTIMANALE;GIOVEDÌ;;13:30;18:30;;;2008;;3;3;6;90;90;180;0;0;0
100570;15;MI;15189;ROZZANO;A. MORO;PIAZZA ALDO MORO;SETTIMANALE;MARTEDÌ;;07:00;13:30;;;1980;;17;31;48;844.6;549;1393.6;0;0;0
529450;15;MI;15189;ROZZANO;GIOVANNI FOGLIA;PIAZZA GIOVANNI FOGLIA;SETTIMANALE;SABATO;;07:00;13:30;;;1975;;33;67;100;2729.75;1476;4205.75;1;1;1
100571;15;MI;15189;ROZZANO;P.ZZA FONTANA;PIAZZA FONTANA;SETTIMANALE;GIOVEDÌ;;07:00;13:30;;;2008;;8;15;23;480;295;775;0;0;0
336904;15;MI;15060;CASSINA DE PECCHI;PIAZZA DECORATI AL VALOR CIVILE / VIA PAPA GIOVANNI XXIII;PIAZZA DECORATI AL VALORE CIVILE;SETTIMANALE;VENERDÌ;;07:00;13:00;;;;ANNI 70;26;62;88;2014.5;780;2794.5;0;1;2
529813;15;MI;15108;GORGONZOLA;VIALE KENNEDY;VIA JOHN FITZGERALD KENNEDY;SETTIMANALE;LUNEDÌ;;06:00;14:00;;;;primi '900;26;83;109;2437.87;747.56;3185.43;0;1;0
100614;15;MI;15220;TREZZANO SUL NAVIGLIO;CURIEL;VIA EUGENIO CURIEL;SETTIMANALE;GIOVEDÌ;;08:00;14:00;;;;seconda metà 1900;21;41;62;1491.9;836.5;2328.4;0;0;1
712345;15;MI;15205;SEGRATE;VIA DE AMICIS;VIA EDMONDO DE AMICIS;SETTIMANALE;LUNEDÌ;;08:00;14:00;;;;primi anni '70;26;52;78;1754.72;822.8;2577.52;0;1;0
100586;15;MI;15205;SEGRATE;REDECESIO;VIA GIUSEPPE VERDI;SETTIMANALE;MERCOLEDÌ;;08:00;14:00;;;;primi anni '70;12;11;23;492;537.44;1029.44;0;0;0
54083;15;MI;15077;CINISELLO BALSAMO;MERCATO VENERDI';VIA SAN PAOLO;;;;;;;;;;;;;;;;;;
100382;15;MI;15077;CINISELLO BALSAMO;VIA GUARDI - BRAMANTE;VIA FRANCESCO GUARDI, 0;;;;;;;;;;;;;;;;;;
